Servent_ID,Servant_Name,Rarity,Servent_Summon,Servent_Class,Servent_JPName,Servent_AKA,Servent_Cost,ATKLevel1,ATKMaxLevel,HPLevel1,HPMaxLevel,ATKLevel100,HPLevel100,ATKLevel120,HPLevel120,VoiceActor,Illustrator,Servent_Attribute,StarAbsorption,StarGeneration,NPChargeATK,NPChargeDEF,DeathRate,Servent_Alignments,ServentGender,ServentTraits,QuickHits,ArtsHits,BusterHits,ExtraHits,NPDamageType,NPRank,NPClassification,NPHit-Count
239,Kama,5-Star,Limited,Assassin,カーマ,"Kamadeva (カーマデーヴァ?), Matou Sakura (間桐桜, Matō Sakura?), Beast III/L",16,1781,11528,1890,12889,12619,14120,14812,16595,Shitaya Noriko,ReDrop,Sky,100,25%,0.74%,4%,31.60%,Chaotic Evil,Female,"Divinity, Hominidae Servant, Humanoid, Immune to Pigify, Pseudo-Servant, Riding, Servant, Seven Knights Servant, Weak to Enuma Elish",4,3,4,5,Quick,C,Anti-Unit,10
241,Sima Yi (Reines),5-Star,Limited,Rider,司馬懿〔ライネス〕,"Reines El-Melloi Archisorte (ライネス・エルメロイ・アーチゾルテ?), Sima Zhongda",16,1766,11427,1986,13543,12509,14837,14682,17437,Minase Inori,Sakamoto Mineji,Man,205,8.90%,0.64%,3%,30%,Neutral Balanced,Female,"Hominidae Servant, Humanoid, Living Human, Pseudo-Servant, Riding, Servant, Seven Knights Servant, Weak to Enuma Elish",3,4,4,5,Arts,B++,Anti-Formation,－
242,Astraea,4-Star,Non-Limited,Ruler,アストライア,"Luviagelita Edelfelt (ルヴィアゼリッタ・エーデルフェルト?), Lady Justice",12,1622,9734,1845,11531,11786,13981,13838,16432,Itō Shizuka,Toh Azuma,Sky,100,9.90%,0.43%,3%,17.50%,Lawful Good,Female,"Divinity, Hominidae Servant, Humanoid, Immune to Pigify, Living Human, Pseudo-Servant, Roman, Servant, Weak to Enuma Elish",3,4,1,5,Arts,A+,Anti-Evil,8
243,Gray,4-Star,Event-Obtain,Assassin,グレイ,-,12,1576,9456,1692,10580,11449,12828,13443,15077,"Ueda Reina, Ono Daisuke",Sakamoto Mineji,Man,99,25%,0.71%,4%,44%,Lawful Good,Female,"Artoria Face, Hominidae Servant, Humanoid, Living Human, Round Table Knight, Servant, Seven Knights Servant, Weak to Enuma Elish",3,3,2,5,Buster,A+,Anti-Fortress,4
244,Jinako Carigiri,5-Star,Non-Limited,Moon Cancer,大いなる石像神; ジナコ＝カリギリ,"Ganesha (ガネーシャ?), Great Statue God",16,1416,9166,2617,17844,10034,19549,11777,22975,Yūki Aoi,Wada Arco,Sky,51,14.50%,0.35%,3%,0.70%,Lawful Good,Female,"Divinity, Hominidae Servant, Humanoid, Immune to Pigify, Living Human, Obstacle Maker, Pseudo-Servant, Riding, Servant, Weak to Enuma Elish",4,4,4,5,Arts,C,Anti-Unit,3
245,Lakshmibai,4-Star,Non-Limited,Saber,ラクシュミー・バーイー,"Lakshmi Bai, Rani of Jhansi, Jeanne d'Arc of India",12,1658,9949,1818,11362,12046,13776,14144,16191,Satou Rina,Takeuchi Takashi,Man,96,10%,1.01%,3%,28%,Lawful Good,Female,"Artoria Face, Divinity, Hominidae Servant, Humanoid, Riding, Servant, Seven Knights Servant, Stout Defender, Weak to Enuma Elish",3,2,4,5,Quick,B,Anti-Army,4
246,William Tell,3-Star,Non-Limited,Archer,ウィリアム・テル,"Wilhelm Tell, Guillermo Tell, Guillaume Tell",7,1371,7384,1675,9310,9993,12623,11737,14837,Fujii Hayato,Takahashi Keitarō,Man,148,8%,0.66%,3%,45%,Lawful Good,Male,"Fairy Tale Servant, Hominidae Servant, Humanoid, Loved One, Servant, Seven Knights Servant, Weak to Enuma Elish",3,3,3,5,Arts,C,Anti-Unit,3
247,Arjuna (Alter),5-Star,Limited,Berserker,アルジュナ〔オルタ〕,"Deified Arjuna (神たるアルジュナ?), The Final Dark God (黒き最後の神?)",16,1803,11669,2029,13837,12773,15159,14993,17816,Shimazaki Nobunaga,pako,Sky,9,5.10%,0.98%,5%,35.70%,Lawful Good & Evil,Male,"Costume-Owning, Divine Spirit, Divinity, Hominidae Servant, Humanoid, Immune to Pigify, Levitating Servant, Servant, Seven Knights Servant, Weak to Enuma Elish",4,2,4,4,Buster,EX,Anti-World,5
248,Aśvatthāman,4-Star,Story-locked,Archer,アシュヴァッターマン,"Aśvatthāmā, Ashwatthama, Drauni",12,1708,10249,1799,11245,12409,13634,14570,16024,Suzuki Tatsuhisa,pako,Sky,153,8.10%,0.58%,3%,31.50%,Chaotic Balanced,Male,"Divinity, Hominidae Servant, Humanoid, Immune to Pigify, Loved One, Servant, Seven Knights Servant, Weak to Enuma Elish",4,4,5,4,Buster,A+,Anti-Army,5
249,Asclepius,3-Star,Story-locked,Caster,アスクレピオス,"God of Medicine, Hepius, Esculápio",7,1184,6376,1815,10084,8629,13672,10135,16070,Suzuki Ryouta,Teita,Earth,49,11%,0.81%,3%,36%,Neutral Balanced,Male,"Argo-Related, Costume-Owning, Divinity, Greek Mythology Male, Hominidae Servant, Humanoid, Servant, Seven Knights Servant, Weak to Enuma Elish",4,2,2,4,Arts,B,Anti-Unit,－
250,Demon King Nobunaga,5-Star,Limited,Avenger,織田信長; 織田吉法師; 魔王信長,Oda Nobunaga (Avenger); Oda Kippōshi; Maou Nobunaga,16,1953,12641,1724,11761,13838,12885,16242,15143,Kugimiya Rie,pako,Earth,30,5.90%,0.49%,5%,7%,Chaotic Balanced,Unknown,"Feminine Looking, Hominidae Servant, Humanoid, King, Nobunaga, Servant, Weak to Enuma Elish",4,4,6,5,Buster,A-,Anti-Divine,6
251,Mori Nagayoshi,3-Star,Limited,Berserker,森長可,"Demon Musashi (鬼武蔵, Oni Musashi?), Mori-kun",7,1436,7732,1443,8019,10464,11510,12290,12780,Taniyama Kishou,Dd,Man,9,4.90%,0.50%,5%,65%,Chaotic Insane,Male,"Hominidae Servant, Humanoid, Servant, Seven Knights Servant, Weak to Enuma Elish",3,3,2,5,Buster,C,Anti-Unit,5
252,Nagao Kagetora,4-Star,Event-Obtain,Lancer,長尾景虎,"Uesugi Kenshin (上杉謙信?), Dragon of Echigo (越後の龍?), Lancer of Eight Flowers (八華のランサー?)",12,1602,9617,1817,11360,11644,13774,13672,16188,Mizuki Nana,Takeuchi Takashi,Man,89,12.20%,0.45%,4%,35%,Lawful Good,Female,"Costume-Owning, Divinity, Hominidae Servant, Humanoid, Riding, Servant, Seven Knights Servant, Weak to Enuma Elish",5,4,2,5,Arts,B,Anti-UnitAnti-Army,8
253,Leonardo Da Vinci (Rider),5-Star,Limited,Rider,レオナルド・ダ・ヴィンチ,"Da Vinci Lily, Loli Vinci, Gran Cavallo",16,1681,10883,2069,14112,11913,15460,13984,18170,Sakamoto Maaya,Simosi,Man,205,9%,0.49%,3%,30%,Lawful Good,Female,"Child Servant, Costume-Owning, Enuma Elish Nullification, Hominidae Servant, Humanoid, Riding, Servant, Seven Knights Servant",4,4,2,4,Arts,B,Anti-Barrier,3
254,Jason,1-Star,Friend,Saber,イアソン,"Leader of the Argonauts (アルゴナウタイの長?), Hero Scout, Aeson, Jasão",3,992,5457,1515,7575,8479,11677,9993,13731,Hoshi Soichiro,BLACK,Earth,102,10%,0.37%,3%,31.50%,Lawful Good,Male,"Argo-Related, Greek Mythology Male, Hominidae Servant, Humanoid, Loved One, Riding, Servant, Seven Knights Servant, Weak to Enuma Elish",3,4,1,4,Arts,B++,Anti-Army,5
255,Paris,2-Star,Friend,Archer,パリス,-,4,1157,6523,1474,7834,9452,11306,11132,13297,Terasaki Yuka,Rin Kususaga,Earth,153,8%,0.43%,3%,30.30%,Neutral Balanced,Male,"Argo-Related, Child Servant, Greek Mythology Male, Hominidae Servant, Humanoid, Loved One, Servant, Seven Knights Servant, Weak to Enuma Elish",3,4,3,4,Quick,A,Anti-Unit,5
256,Gareth,2-Star,Friend,Lancer,ガレス,"Guerrehet, Beaumains (Beautiful Hands), Gareth the Gentle",4,960,5413,1795,9537,7844,13764,9238,16187,Kuwahara Yuuki,Nekotawawa,Earth,88,12.10%,0.71%,4%,36.00%,Lawful Good,Female,"Hominidae Servant, Humanoid, Loved One, Riding, Round Table Knight, Servant, Seven Knights Servant, Weak to Enuma Elish",4,3,1,5,Buster,C++,Anti-Unit,8
257,Bartholomew Roberts,1-Star,Friend,Rider,バーソロミュー・ロバーツ,"Black Bart, Salazar?",3,993,5461,1344,6720,8485,10359,10000,12182,Kobayashi Chiaki,Mata,Man,200,8.90%,0.65%,3%,45%,Chaotic Evil,Male,"Hominidae Servant, Humanoid, Loved One, Riding, Servant, Seven Knights Servant, Weak to Enuma Elish",3,2,2,4,Quick,C+~B+,Anti-Army,6
258,Chen Gong,2-Star,Friend,Caster,陳宮,"Chén gōng, 公臺, Gongtai, Chinkyū",4,1085,6119,1459,7755,8867,11192,10443,13163,Madono Mitsuaki,Wada Arco,Man,49,11%,0.40%,3%,42.00%,Chaotic Good,Male,"Hominidae Servant, Humanoid, Male, Servant, Seven Knights Servant, Weak to Enuma Elish",3,4,1,4,Arts,C,Anti-Army,4OC Extra Hit: 4
259,Charlotte Corday,1-Star,Friend,Assassin,シャルロット・コルデー,"Angel of Assassination (暗殺の天使, Ansatsu no Tenshi?), Marie-Anne Charlotte Corday d'Armont",3,997,5488,1244,6220,8528,9588,10050,11275,Horie Yui,Aotsuki Takao,Man,100,24.70%,0.52%,4%,55%,Neutral Good,Female,"Hominidae Servant, Humanoid, Servant, Seven Knights Servant, Weak to Enuma Elish",3,3,1,5,Arts,C,Anti-Unit,1
260,Salome,2-Star,Friend,Berserker,サロメ,Salomé,4,1221,6884,1296,6885,9975,9936,11748,11685,Bridcutt Sarah Emi,Simosi,Earth,9,5.00%,0.51%,5%,58.50%,Chaotic Evil,Female,"Hominidae Servant, Humanoid, Levitating Servant, Servant, Seven Knights Servant, Weak to Enuma Elish",4,3,3,4,Arts,B,Anti-Unit,3
261,Miyamoto Musashi (Berserker),5-Star,Limited,Berserker,宮本武蔵; 新免武蔵守藤原玄信,Shinmen Musashi no Kami Fujiwara no HarunobuMiyamoto Iori (宮本伊織),16,1964,12712,1782,12150,13915,13311,16334,15664,Sakura Ayane,Koyama Hirokazu,Man,9,5%,0.51%,5%,52%,Chaotic Good,Female,"Costume-Owning, Divinity, Hominidae Servant, Humanoid, Riding, Servant, Seven Knights Servant, Summer Mode Servant, Weak to Enuma Elish",4,3,4,5,Arts,EX,Anti-Unit,4
262,Osakabehime (Archer),4-Star,Limited,Archer,刑部姫,Okki,12,1482,8895,1996,12476,10770,15127,12645,17778,Fukuen Misato,Moriyama Daisuke,Earth,153,8%,0.62%,3%,27%,Neutral Summer,Female,"Divinity, Hominidae Servant, Humanoid, Servant, Seven Knights Servant, Summer Mode Servant, Weak to Enuma Elish",4,3,3,5,Buster,EX,Anti-Army (One Large Platoon),4
263,Carmilla (Rider),4-Star,Limited,Rider,カーミラ,Mistress C (ミストレス・Ｃ?),12,1608,9651,1676,10476,11685,12702,13720,14982,Tanaka Atsuko,okojo,Earth,200,9.10%,0.52%,3%,45%,Neutral Evil,Female,"Hominidae Servant, Humanoid, Servant, Seven Knights Servant, Summer Mode Servant, Weak to Enuma Elish",4,4,3,4,Quick,B,Anti-UnitAnti-Army,4
264,Katsushika Hokusai (Saber),4-Star,Event-Obtain,Saber,葛飾北斎,"Katsushika Oui (葛飾 応為, Katsushika Ōi?, Daughter); Tokitarō, Dragon-Crested Octopus, Darusen, The Old Man Mad About Art Manji (画狂老人卍, Gakyō Rōjin Manji?, Last renamed name)",12,1564,9389,1899,11873,11368,14396,13348,16919,Yukana,Kuroboshi Kouhaku,Man,99,10%,0.46%,3%,28.80%,Chaotic Good,Female,"Divinity, Hominidae Servant, Humanoid, Servant, Seven Knights Servant, Summer Mode Servant, Threat to Humanity, Weak to Enuma Elish",4,4,4,5,Arts,B,Anti-Unit,8
265,Artoria Pendragon (Ruler),5-Star,Limited,Ruler,アルトリア･ペンドラゴン,"Artoria Ruler, Bunny King, Summer Lion King",16,1482,9593,2480,16912,10501,18528,12326,21775,Kawasumi Ayako,Ishida Akira,Sky,100,10.00%,0.57%,3%,21.00%,Lawful Summer,Female,"Animal Characteristics Servant, Arthur, Artoria Face, Dragon, Hominidae Servant, Humanoid, King, Round Table Knight, Servant, Summer Mode Servant, Weak to Enuma Elish",4,4,3,5,Buster,A+,Anti-Fortress,4
266,Mysterious Alter Ego Λ,4-Star,Limited,Lancer,謎のアルターエゴ・Λ; ラムダリリス,"Mysterious Alter Ego Lambda, Lambdaryllis, Meltryllis (Lancer), Leviathan, Cruel Swim Tutu",12,1543,9261,1879,11749,11213,14246,13166,16743,Hayami Saori,Wada Arco,Earth,91,12.10%,0.76%,4%,28%,Lawful Good,Female,"Costume-Owning, Demonic, Divinity, Dragon, Goddess Servant, Humanoid, Immune to Pigify, Mechanical, Non-Hominidae Servant, Riding, Servant, Seven Knights Servant, Summer Mode Servant, Weak to Enuma Elish",4,2,3,5,Arts,B+,Anti-Unit,3
267,Okita J Sōji,4-Star,Limited,Assassin,"オキタ・Ｊ・ソウジ, 沖田総司","Okita Jet Sōji, Okita Sōji (Assassin)",12,1556,9337,1658,10366,11305,12569,13274,14772,Yūki Aoi,Takeuchi Takashi,Man,99,25.30%,0.92%,4%,49.50%,Neutral Summer,Female,"Artoria Face, Existence Outside the Domain, Hominidae Servant, Humanoid, Servant, Seven Knights Servant, Shinsengumi Servant, Summer Mode Servant, Weak to Enuma Elish",5,3,1,5,Quick,C,Anti-Army,3
268,Space Ishtar,5-Star,Limited,Avenger,スペース・イシュタル,"Ashtart, Ishtar, Ishtar-Ashtart, Ashtoreth, Ishtarin",16,1949,12612,1912,13041,13806,14287,16205,16791,Ueda Kana,Morii Shizuki,Star,29,6%,0.69%,5%,5%,Lawful Evil,Female,"Costume-Owning, Divine Spirit, Divinity, Enuma Elish Nullification, Humanoid, Immune to Pigify, Non-Hominidae Servant, Servant",4,2,3,5,Arts,EX,Anti-Star,3
269,Calamity Jane,4-Star,Limited,Archer,カラミティ・ジェーン,"Martha Jane Canary, Martha Jane Cannary",12,1499,8996,1999,12495,10892,15150,12789,17805,Touyama Nao,B-suke,Man,153,8%,0.71%,3%,40.50%,Chaotic Balanced,Female,"Hominidae Servant, Humanoid, Loved One, Riding, Servant, Seven Knights Servant, Weak to Enuma Elish",3,3,2,4,Quick,D,Anti-Unit,5
270,Astolfo (Saber),5-Star,Limited,Saber,アストルフォ,"Knight of Evaporated Sanity (理性蒸発の騎士, Risei Jōhatsu no Kishi?), Sailor Paladin",16,1807,11694,2089,14248,12801,15609,15025,18345,Ookubo Rumi,Konoe Ototsugu,Earth,103,10.10%,0.52%,3%,24.50%,Chaotic Good,Unknown,"Animal Characteristics Servant, Feminine Looking, Hominidae Servant, Humanoid, Riding, Servant, Seven Knights Servant, Weak to Enuma Elish",3,3,4,7,Quick,B,Anti-Unit,9
271,Nightingale (Santa),4-Star,Event-Obtain,Archer,ナイチンゲール,"Angel of Crimea (クリミアの天使, Kurimia no Tenshi?)Florence Nightingale (フローレンス・ナイチンゲール), Mercédès, The White Cloth of Steel, The Lady with the Lamp.",12,1643,9858,1772,11080,11936,13434,14014,15789,Sawashiro Miyuki,Takahashi Keitarō,Man,153,8%,0.60%,3%,39.30%,Lawful Good,Female,"Hominidae Servant, Humanoid, Servant, Seven Knights Servant, Weak to Enuma Elish",4,3,3,5,Quick,B,Anti-Army,6
272,Super Orion,5-Star,Limited,Archer,超人オリオン,"Orion, Superhuman Orion, Grand Archer",16,1940,12557,1979,13494,13746,14783,16134,17374,Canna Nobutoshi,I-IV,Earth,153,8%,0.96%,3%,36%,Chaotic Balanced,Male,"Divinity, Greek Mythology Male, Hominidae Servant, Humanoid, Loved One, Servant, Seven Knights Servant, Weak to Enuma Elish",3,3,1,5,Arts,B,Anti-Army (Self),－
273,Mandricardo,3-Star,Non-Limited,Rider,マンドリカルド,"Rodomonte, My Friend",7,1254,6756,1728,9600,9143,13016,10739,15299,Masuda Toshiki,Ginka,Man,200,9%,0.86%,3%,40%,Neutral Balanced,Male,"Costume-Owning, Hominidae Servant, Humanoid, King, Loved One, Riding, Servant, Seven Knights Servant, Weak to Enuma Elish",3,2,1,4,Arts,A,Anti-Unit,4
274,Europa,5-Star,Non-Limited,Rider,エウロペ,Europe,16,1813,11737,1843,12571,12848,13219,15081,16186,M・A・O,redjuice,Sky,205,8.90%,0.58%,3%,35%,Neutral Good,Female,"Divine Spirit, Divinity, Hominidae Servant, Humanoid, Riding, Servant, Seven Knights Servant, Weak to Enuma Elish",3,3,1,5,Buster,A,Anti-Army,4
275,Yang Guifei,5-Star,Limited,Foreigner,楊貴妃,"Yang Yuhuan (楊玉環?), Cthugha, Youkihi, Yuyu, Taizhen",16,1907,12342,1960,13365,13510,14642,15858,17208,Yoshimura Haruka,Kuroboshi Kouhaku,Man,147,15%,0.51%,3%,6%,Chaotic Good,Female,"Divinity, Existence Outside the Domain, Hominidae Servant, Humanoid, Servant, Threat to Humanity, Weak to Enuma Elish",4,4,3,4,Arts,B+,Anti-Unit / Anti-Country,4
276,Sei Shōnagon,5-Star,Limited,Archer,清少納言,"Sparkling Archer (キラキラのアーチャー?), Nagiko-san (なぎこさん?)",16,1888,12218,1901,12965,13374,14204,15699,16693,Fairouz Ai,Mika Pikazo,Man,153,8%,0.57%,3%,36%,Chaotic Good,Female,"Hominidae Servant, Humanoid, Servant, Seven Knights Servant, Weak to Enuma Elish",4,3,2,5,Quick,D++,Poetry,4
277,Odysseus,5-Star,Non-Limited,Rider,オデュッセウス,"Ulysses, Vlixes",16,1822,11795,1948,13284,12911,14553,15155,17104,Kirimoto Takuya,redjuice,Earth,208,8.90%,0.58%,3%,33.70%,Neutral Good,Male,"Greek Mythology Male, Hominidae Servant, Humanoid, King, Loved One, Riding, Servant, Seven Knights Servant, Weak to Enuma Elish",4,4,3,5,Arts,B++,Anti-Country,3
278,Dioscuri,5-Star,Non-Limited,Saber,ディオスクロイ,"Dioskouroi, the Gemini Twins, Castor & Pollux (カストロ & ポルクス?)",16,1829,11840,2174,14824,12961,16240,15213,19087,"Uchida Yuuma, Uchida Maaya",Taiki,Sky,99,10%,0.51%,3%,28%,Chaotic Balanced,Unknown,"Argo-Related, Divine Spirit, Divinity, Feminine Looking, Hominidae Servant, Humanoid, Immune to Pigify, Loved One, Riding, Servant, Seven Knights Servant, Weak to Enuma Elish",5,4,2,5,Arts,B,Anti-Unit,8
279,Caenis,4-Star,Story-locked,Lancer,カイニス,"Caeneus, Poseidon's Proxy, Golden Caenis(黄金のカイニス)",12,1649,9896,1845,11532,11982,13982,14068,16433,Komatsu Mikako,Azusa,Earth,90,12.20%,0.86%,4%,36%,Neutral Evil,Unknown,"Argo-Related, Caenis (Trait), Divine Spirit, Divinity, Feminine Looking, Humanoid, Immune to Pigify, King, Loved One, Non-Hominidae Servant, Servant, Seven Knights Servant, Weak to Enuma Elish",3,3,3,5,Buster,A,Anti-Army,3
280,Romulus-Quirinus,5-Star,Limited,Lancer,ロムルス＝クィリヌス,"Romulus, Quirinus, Romulus=Quirinus, The Divine Ancestor, King of Nation Building, Roma, Grand Lancer",16,1896,12273,1999,13632,13435,14934,15770,17552,Okiayu Ryoutarou,Koyama Hirokazu,Sky,93,12.20%,0.59%,4%,26%,Chaotic Balanced,Unknown,"Divine Spirit, Divinity, Humanoid, Immune to Pigify, Non-Hominidae Servant, Roman, Servant, Seven Knights Servant, Weak to Enuma Elish",4,3,3,5,Buster,EX,Anti-Star,5
281,Voyager,5-Star,Limited,Foreigner,ボイジャー,"Voyager 1, Little Prince, Pran",16,1615,10450,2286,15592,11439,17082,13427,20076,Iguchi Yuka,NOCO,Star,153,15.10%,0.56%,3%,7%,Neutral Good,Male,"Child Servant, Enuma Elish Nullification, Existence Outside the Domain, Fairy Tale Servant, Humanoid, Levitating Servant, Non-Hominidae Servant, Servant",3,3,3,5,Quick,B,Anti-Planet,5
282,Kijyo Kōyō,4-Star,Limited,Berserker,鬼女紅葉,Momiji (紅葉?),12,1529,9177,1800,11250,11111,13640,13046,16031,Hikasa Yōko,NOCO,Earth,9,4.90%,0.85%,5%,45.50%,Neutral Evil,Female,"Demonic, Dragon, Humanoid, Non-Hominidae Servant, Oni, Servant, Seven Knights Servant, Weak to Enuma Elish",3,3,3,5,Buster,C,Anti-Unit,10
283,Utsumi Erice,4-Star,Event-Obtain,Lancer,宇津見エリセ,"Erichi (エリち?), Grim Reaper",12,1520,9122,1918,11991,11045,14539,12968,17087,Kitō Akari,NOCO,Man,87,12%,0.63%,4%,32%,Lawful Balanced,Female,"Child Servant, Divinity, Hominidae Servant, Humanoid, Living Human, Riding, Servant, Seven Knights Servant, Weak to Enuma Elish",4,3,3,5,Arts,B,Anti-Army,3
284,Artoria Caster,5-Star,Limited,Caster,アルトリア・キャスター,Altria Caster; Castoria; Artoria Avalon (アルトリア・アヴァロン?),16,1629,10546,2112,14406,11544,15782,13551,18549,Kawasumi Ayako,Takeuchi Takashi,Star,50,11%,0.54%,3%,36%,Neutral Good,Female,"Arthur, Artoria Caster (Trait), Artoria Face, Enuma Elish Nullification, Humanoid, Non-Hominidae Servant, Round Table Knight, Servant, Seven Knights Servant",3,3,3,5,Arts,A,Anti-Army,－
285,Sesshōin Kiara (Moon Cancer),5-Star,Limited,Moon Cancer,殺生院キアラ,"Yaobikuni (八百比丘尼?), Sessyoin Kiara, Sesshouin Kiara, Shen Kiara (蜃・キアラ?)",16,1719,11128,2249,15336,12181,16801,14298,19746,Tanaka Rie,Wada Arco,Earth,50,14.80%,0.60%,3%,0.50%,Lawful Evil,Female,"Goddess Servant, Humanoid, Non-Hominidae Servant, Servant, Summer Mode Servant, Weak to Enuma Elish",3,3,4,5,Arts,A,Anti-World,3
286,Illyasviel von Einzbern (Archer),4-Star,Limited,Archer,イリヤスフィール・フォン・アインツベルン,Illya,12,1683,10098,1746,10914,12226,13233,14355,15553,"Kadowaki Mai, Takano Naoko",Hiroyama Hiroshi,Man,148,8%,0.63%,3%,31.50%,Neutral Summer,Female,"Child Servant, Hominidae Servant, Humanoid, Illya, Living Human, Servant, Seven Knights Servant, Summer Mode Servant, Weak to Enuma Elish",4,3,3,4,Quick,A,Anti-Army,5
287,Brynhildr (Berserker),4-Star,Limited,Berserker,ブリュンヒルデ,"Brynhild (Brünnhilde), Sigrdrífa, Brunilda",12,1699,10197,1603,10023,12346,12153,14496,14283,Noto Mamiko,Miwa Shirō,Sky,10,5.10%,0.85%,5%,45.50%,Neutral Good,Female,"Divine Spirit, Divinity, Humanoid, Non-Hominidae Servant, Servant, Seven Knights Servant, Summer Mode Servant, Valkyrie (Trait), Weak to Enuma Elish",3,3,4,5,Buster,B,Anti-Unit / Anti-Army,5
288,Consort Yu (Lancer),4-Star,Event-Obtain,Lancer,虞美人,"Yu Mei-ren, Yu the Beauty, Akuta Hinako (芥ヒナコ?)Crimson Beauty Under the Moon (紅の月下美人?), Gubijin, Gucchan",12,1649,9896,1799,11245,11982,13634,14068,16024,Ise Mariya,toi8,Earth,89,12.20%,1.10%,4%,24%,Lawful Evil,Female,"Consort Yu (Trait), Demonic, Humanoid, Immune to Pigify, Non-Hominidae Servant, Servant, Seven Knights Servant, Summer Mode Servant, Weak to Enuma Elish",3,2,3,4,Quick,A,Anti-Army,5
289,Abigail Williams (Summer),5-Star,Limited,Foreigner,アビゲイル・ウィリアムズ〔夏〕,"The Key to the Gate, Sut-Typhon, Yog-Sothoth, All-in-One, One-in-All, Abby",16,1820,11781,2090,14250,12896,15611,15137,18347,Ōwada Hitomi,Kuroboshi Kouhaku,Earth,150,15%,0.86%,3%,6%,Lawful Evil,Female,"Child Servant, Divinity, Enuma Elish Nullification, Existence Outside the Domain, Hominidae Servant, Humanoid, Servant, Summer Mode Servant, Threat to Humanity",3,3,3,5,Buster,A,Anti-Unit,3
290,Tomoe Gozen (Saber),4-Star,Limited,Saber,巴御前,-,12,1590,9544,1957,12233,11556,14832,13568,17432,Kanemoto Hisako,Shirabi,Earth,102,10%,0.55%,3%,24.50%,Neutral Good,Female,"Demonic, Genji, Hominidae Servant, Humanoid, Oni, Riding, Servant, Seven Knights Servant, Summer Mode Servant, Weak to Enuma Elish",4,3,2,4,Arts,B,Anti-Army,3
291,Murasaki Shikibu (Rider),4-Star,Limited,Rider,紫式部,"Fujiwara no Kaoruko (藤原香子?), Lady Murasaki",12,1455,8730,1900,11880,10570,14404,12411,16929,Kayano Ai,Honjou Raita,Man,205,8.80%,0.53%,3%,35%,Neutral Good,Female,"Hominidae Servant, Humanoid, Riding, Servant, Seven Knights Servant, Summer Mode Servant, Weak to Enuma Elish",4,4,2,4,Arts,B,Anti-Unit,3
292,Himiko,5-Star,Limited,Ruler,卑弥呼,Shingi Waō (親魏倭王?),16,1647,10659,2200,15000,11668,16433,13696,19313,Tamura Yukari,toi8,Earth,100,9.90%,0.57%,3%,21%,Chaotic Good,Female,"Hominidae Servant, Humanoid, King, Servant, Weak to Enuma Elish",4,3,1,5,Buster,B,Barrier,－
293,Saitō Hajime,4-Star,Limited,Saber,斎藤一,Hajime-chan,12,1570,9425,1899,11873,11412,14396,13399,16919,Ishikawa Kaito,Ikezawa Shin,Man,102,10%,0.76%,3%,35%,Lawful Balanced,Male,"Costume-Owning, Hominidae Servant, Humanoid, Servant, Seven Knights Servant, Shinsengumi Servant, Weak to Enuma Elish",4,2,2,4,Arts,-,Anti-Unit Mystic Sword,7
294,Oda Nobukatsu,1-Star,Limited,Archer,織田信勝,"Oda Nobuyuki, Kattsu",3,930,5116,1512,7563,7949,11659,9368,13710,"Yamashita Daiki, Kugimiya Rie",pako,Man,145,7.90%,0.75%,3%,45%,Chaotic Good,Male,"Costume-Owning, Hominidae Servant, Humanoid, Servant, Seven Knights Servant, Weak to Enuma Elish",3,3,2,4,Buster,D,Anti-Unit,－
295,Van Gogh,5-Star,Limited,Foreigner,ヴァン・ゴッホ,"Vincent Van Gogh (ヴィンセント・ヴァン・ゴッホ?), Clytie (クリュティエ?), Clytie-Van Gogh (クリュティエ＝ヴァン・ゴッホ?), Vulthoom, Gsarthotegga",16,1734,11220,2200,15000,12282,16433,14416,19313,Takahashi Karin,Kibadori Rue,Earth,147,14.90%,0.76%,3%,6%,Chaotic Evil,Female,"Child Servant, Divinity, Existence Outside the Domain, Hominidae Servant, Humanoid, Servant, Threat to Humanity, Weak to Enuma Elish",4,3,4,5,Arts,EX,Anti-Unit,－
296,Nemo,5-Star,Non-Limited,Rider,ネモ,"Captain Nemo, Captain, Prince, Nameless, Prince Dakkar, Triton",16,1766,11427,2006,13680,12509,14987,14682,17614,Hanamori Yumiri,DANGERDROP,Sky,204,8.90%,0.59%,3%,30%,Chaotic Balanced,Male,"Argo-Related, Costume-Owning, Divine Spirit, Divinity, Greek Mythology Male, Hominidae Servant, Humanoid, Loved One, Riding, Servant, Seven Knights Servant, Weak to Enuma Elish",3,4,3,4,Arts,A,Anti-Unit,3
297,Ashiya Dōman,5-Star,Limited,Alter Ego,蘆屋道満,"Dōma Hōshi (道摩法師?), Beautiful Carnivore, DOMAN, Manbo-chan, Limbo (リンボ?), Rakshasa King - Skull Eboshi Ashiya Dōman (羅刹王・髑髏烏帽子蘆屋道満?)",16,1893,12252,1945,13266,13412,14533,15742,17081,Morikawa Toshiyuki,Furumi Showichi,Earth,100,9.70%,0.70%,4%,25%,Chaotic Evil,Unknown,"Costume-Owning, Demonic, Divinity, Humanoid, Immune to Pigify, Non-Hominidae Servant, Servant, Weak to Enuma Elish",4,3,3,5,Quick,B,Anti-City,5
